label,writer,px0,px1,px2,px3,px4,px5,px6,px7,px8,px9,px10,px11,px12,px13,px14,px15,px16,px17,px18,px19,px20,px21,px22,px23,px24,px25,px26,px27,px28,px29,px30,px31,px32,px33,px34,px35,px36,px37,px38,px39,px40,px41,px42,px43,px44,px45,px46,px47,px48,px49,px50,px51,px52,px53,px54,px55,px56,px57,px58,px59,px60,px61,px62,px63,px64,px65,px66,px67,px68,px69,px70,px71,px72,px73,px74,px75,px76,px77,px78,px79,px80,px81,px82,px83,px84,px85,px86,px87,px88,px89,px90,px91,px92,px93,px94,px95,px96,px97,px98,px99,px100,px101,px102,px103,px104,px105,px106,px107,px108,px109,px110,px111,px112,px113,px114,px115,px116,px117,px118,px119,px120,px121,px122,px123,px124,px125,px126,px127,px128,px129,px130,px131,px132,px133,px134,px135,px136,px137,px138,px139,px140,px141,px142,px143,px144,px145,px146,px147,px148,px149,px150,px151,px152,px153,px154,px155,px156,px157,px158,px159,px160,px161,px162,px163,px164,px165,px166,px167,px168,px169,px170,px171,px172,px173,px174,px175,px176,px177,px178,px179,px180,px181,px182,px183,px184,px185,px186,px187,px188,px189,px190,px191,px192,px193,px194,px195,px196,px197,px198,px199,px200,px201,px202,px203,px204,px205,px206,px207,px208,px209,px210,px211,px212,px213,px214,px215,px216,px217,px218,px219,px220,px221,px222,px223,px224,px225,px226,px227,px228,px229,px230,px231,px232,px233,px234,px235,px236,px237,px238,px239,px240,px241,px242,px243,px244,px245,px246,px247,px248,px249,px250,px251,px252,px253,px254,px255
0,aila,255,255,254,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,254,255,254,255,254,255,255,255,255,255,254,255,255,254,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,254,215,170,201,247,253,255,255,255,255,255,255,254,255,255,255,233,87,114,75,128,255,254,255,255,255,255,255,255,255,254,255,209,89,255,195,82,255,255,255,255,255,255,255,255,255,255,254,229,79,180,55,172,255,255,255,255,255,254,255,255,255,255,255,159,48,5,91,255,255,255,255,255,255,255,254,255,255,255,255,145,180,239,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,254,255,254,255,255,255,255,254,255,255,255,254,255,255,254,255,255,255,255,255,255,254,254,255,254,255,254,255,255,255,255,254,255,255,255,255,255,255,255,254,255
0,aila,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,254,254,255,255,254,255,255,255,255,255,254,254,255,255,255,255,255,255,254,254,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,250,97,3,190,176,254,254,255,255,255,255,255,255,255,255,255,86,118,250,158,130,255,254,255,255,255,255,255,255,255,255,255,115,131,255,161,128,255,255,255,255,255,255,255,255,255,254,255,228,55,164,122,145,255,255,255,255,254,255,255,254,255,255,254,255,202,114,111,214,255,255,254,254,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,254,255,255,255,254,255,254,255,254,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,254,255,255,255,254,255,255,255,254,255,255,255,255,255,254,254,255,255,254,254,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255
0,aila,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,254,255,243,226,255,255,255,255,255,255,255,255,254,255,254,255,241,121,61,76,240,255,254,255,254,255,254,255,255,254,255,254,131,106,239,89,204,255,255,254,255,254,255,255,254,255,255,255,75,218,255,103,189,254,255,255,254,255,255,255,255,255,255,255,77,225,254,87,209,255,254,255,255,255,255,255,255,254,255,255,108,173,210,73,248,255,255,254,255,255,255,255,254,255,254,255,176,89,80,167,255,255,255,255,254,255,255,255,255,254,255,254,243,97,112,251,254,255,255,255,255,255,255,254,255,255,255,255,255,240,246,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,254,254,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,255,255,253,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255
0,aila,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,254,255,254,255,255,255,255,255,254,254,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,207,174,197,254,255,255,255,255,255,255,255,255,255,255,255,81,56,89,61,67,254,255,255,255,255,255,255,255,255,255,254,25,248,255,252,81,182,255,254,255,255,255,255,255,255,255,255,98,110,246,233,28,230,255,255,255,255,255,255,255,255,255,255,255,98,39,62,149,255,255,255,254,255,255,255,255,255,255,255,255,255,162,81,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,254,255,255,254,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,254,255,254,255,254,255,254,255,255,255,255,255,255,254,255,254,255,255,255,255,255,254,255,255,255,255
0,aila,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,254,255,255,255,255,254,255,255,255,255,254,255,254,255,255,255,255,255,255,254,255,255,254,255,254,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,247,221,255,254,255,254,255,255,255,255,255,255,255,254,255,255,214,60,163,255,255,255,254,255,255,255,255,255,254,255,255,255,232,59,62,169,255,255,255,255,255,255,255,255,255,255,255,255,178,105,214,38,255,254,255,255,255,255,255,255,255,255,255,255,189,84,122,39,255,255,254,255,255,255,255,255,254,255,255,255,255,175,146,233,255,254,255,255,254,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255
0,aila,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,254,254,255,255,255,255,255,254,255,255,255,255,255,255,254,254,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,209,165,217,255,255,254,255,255,255,255,255,255,254,255,254,129,48,87,42,219,255,255,255,255,255,255,255,255,255,254,243,66,236,254,140,140,255,255,254,255,254,255,255,254,255,255,250,66,235,255,139,135,255,255,255,255,255,255,255,255,255,255,255,134,82,131,74,203,255,255,255,255,255,255,255,254,255,255,254,247,174,103,127,255,255,255,254,255,255,255,255,254,255,254,255,254,255,254,255,255,255,255,255,255,254,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254
0,aila,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,255,255,255,254,255,254,255,255,255,254,255,255,255,255,254,255,254,255,255,255,254,255,255,255,254,255,255,255,255,255,255,255,255,250,222,206,211,255,255,254,255,255,255,255,255,254,255,254,250,83,62,77,70,89,255,255,255,255,255,255,255,255,254,255,197,85,255,255,247,18,255,254,255,255,255,255,255,254,255,255,206,80,255,255,208,46,255,255,255,255,255,255,255,255,255,255,245,87,120,129,75,163,255,255,255,255,255,255,255,255,255,255,255,239,125,99,141,255,254,255,254,255,254,255,255,255,255,255,255,255,255,254,255,255,255,254,255,254,255,255,255,254,254,255,254,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,254,255,255,255,255,255,255
0,aila,255,255,254,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,254,255,255,255,255,255,255,255,255,255,254,254,255,254,255,255,254,255,255,255,255,255,255,255,241,239,255,255,255,255,255,255,255,255,255,255,255,255,197,86,66,110,255,255,255,255,255,255,254,255,255,254,255,224,27,197,197,74,255,254,255,254,255,255,255,255,254,255,255,149,109,247,93,158,254,255,255,255,255,255,255,255,255,255,255,185,66,79,116,255,255,255,254,255,255,255,255,255,255,255,255,254,54,114,245,255,255,255,255,254,255,255,255,254,255,254,255,255,255,255,254,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,254,255,254,255,255,254,255,255,254,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255
0,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,255,254,255,255,255,254,255,255,255,255,255,255,255,255,254,255,254,255,254,255,254,255,255,255,255,166,153,224,255,255,255,255,255,255,254,255,255,255,254,255,158,84,127,49,225,255,254,255,255,255,255,255,254,255,255,255,120,141,255,136,106,255,255,255,255,254,255,254,255,255,255,255,184,67,251,180,75,255,255,255,254,255,255,255,255,255,255,255,253,69,129,103,142,255,254,255,254,255,255,254,255,255,255,255,255,245,78,40,255,255,255,254,255,255,255,255,254,255,255,255,255,255,231,210,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,254,255,255,254,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,254,255,255,254,255,255
0,aila,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,201,178,255,255,254,255,254,255,255,255,255,255,255,255,255,238,41,72,225,255,255,254,255,255,255,255,255,255,254,255,255,205,79,73,219,255,254,255,255,255,255,255,254,255,255,255,255,255,94,10,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,254,255,255,255,254,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255
1,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,254,255,255,255,255,255,255,254,255,255,255,254,255,255,182,244,255,255,255,255,255,255,255,255,255,254,255,255,255,255,77,223,255,255,255,255,255,255,255,255,255,255,254,255,255,255,78,223,255,254,255,255,255,255,255,255,254,255,255,255,255,255,78,223,255,255,255,255,255,254,255,254,254,255,255,255,255,255,78,223,255,255,254,255,255,255,255,255,255,254,255,255,255,255,77,223,255,255,255,255,255,255,255,255,255,255,255,255,255,255,77,223,255,254,255,255,255,255,255,255,255,255,255,255,255,254,78,222,255,255,255,254,255,255,255,255,255,255,255,255,254,255,77,223,255,255,255,255,255,255,254,254,255,255,255,255,255,255,78,223,255,255,254,255,254,255,255,255,254,254,255,255,255,255,108,233,254,255,255,255,255,255,254,255,255,255,255,255,255,253,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255
1,aila,255,254,255,255,255,255,255,255,255,254,255,254,255,255,255,255,254,255,255,254,255,255,255,223,182,255,254,255,255,255,255,254,255,255,255,255,254,255,255,209,84,255,255,254,255,255,254,255,255,255,255,255,255,255,254,254,74,234,255,255,255,255,255,255,254,255,254,255,255,254,255,255,101,192,255,254,255,255,255,255,255,255,255,255,254,255,255,255,132,153,255,255,255,255,255,255,255,255,255,254,255,254,255,255,160,129,255,255,254,255,255,255,255,255,255,255,255,255,254,255,182,111,255,255,255,255,255,255,255,255,255,255,255,255,255,255,196,100,255,255,255,254,255,255,255,255,255,255,255,255,255,255,204,95,255,255,254,255,255,255,255,255,255,255,255,255,255,255,206,95,255,255,255,254,255,255,255,255,255,255,255,255,255,255,196,100,255,255,255,254,254,255,255,255,255,255,255,255,255,255,220,170,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,254,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255
1,aila,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,254,255,255,176,201,255,254,255,255,255,255,255,255,255,255,254,255,255,255,169,92,255,255,255,255,255,255,255,255,255,255,255,255,255,255,244,82,208,255,255,255,255,255,255,255,255,254,255,255,255,255,254,138,132,255,255,255,255,255,255,255,255,254,255,255,255,255,255,200,72,255,255,255,255,255,255,255,255,255,255,255,255,255,254,249,39,254,255,255,255,255,254,255,255,255,255,255,254,255,255,255,56,232,254,255,254,255,255,255,255,255,255,255,255,255,255,255,74,210,255,255,255,255,255,254,255,255,255,255,255,255,255,255,85,194,255,255,255,255,255,255,255,255,255,255,255,255,255,255,225,245,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
1,aila,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,254,241,222,255,255,255,255,255,255,255,255,255,254,255,255,254,255,180,99,255,255,255,255,255,255,255,255,255,255,255,254,255,255,192,91,255,255,255,255,255,255,255,255,255,255,255,255,255,255,193,89,255,255,255,255,255,255,255,255,254,255,255,255,255,255,194,89,255,255,255,255,255,255,255,255,255,254,255,255,255,255,196,88,255,255,255,255,255,255,255,255,254,255,255,254,255,255,206,105,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,254,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,255,255,254,255,255,255,255,255,255,255,255,255
